Trip_id,Specimen,Sex,InterOrbital,LengthPred,FISHING_EVENT_ID,MAJOR_STAT_AREA_CODE,MAJOR_STAT_AREA_NAME,TRIP_START_DATE,GEAR_CODE,GEAR_DESC,WEIGHT,AGE,SAMPLE_ID,AGE_SPECIMEN_COLLECTED
86410,16350456,2,49.54,676.4874862,5618490,3,3C: S.W. VANCOUVER ISLAND,2020-06-08,2,TRAP,NULL,NULL,560327,1
86411,16350075,1,40.28,573.6940071,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350079,1,42.53,601.1347951,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350085,2,43.88,612.5639666,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350086,1,44.56,625.8924838,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350087,1,37.99,545.7653829,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350093,2,49.7,678.2945115,5618491,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560328,1
86411,16350095,1,34.48,502.9577536,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350098,2,36.73,531.8125241,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350100,2,42.95,602.0606322,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350103,1,48.59,675.0419841,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350106,1,38.68,554.1805579,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350111,2,57.75,769.2104713,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350112,1,31.74,469.5409718,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350113,2,39.57,563.8872229,5618492,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560329,1
86411,16350118,2,58.99,783.2149173,5618493,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560330,1
86411,16350120,2,41.24,582.7480494,5618493,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560330,1
86411,16350130,2,45.69,633.0059402,5618493,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560330,1
86411,16350131,1,41.48,588.329094,5618493,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560330,1
86411,16350140,1,42.36,599.0614911,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350141,1,47.02,655.894412,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350146,1,46.48,649.3086229,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350151,1,40.11,571.6207031,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350152,1,46.24,646.3816055,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350154,1,47.22,658.3335932,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350155,2,54.61,733.7476,5618494,5,5A: SOUTHERN Q.C. SOUND,2021-07-31,2,TRAP,NULL,NULL,560331,1
86411,16350159,2,36.89,533.6195494,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86411,16350161,2,45.43,630.0695241,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86411,16350169,2,57.41,765.3705426,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86411,16350170,2,44.7,621.8249712,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86411,16350172,2,47.21,650.1726805,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86411,16350173,2,52.88,714.2091391,5618495,4,3D: N.W. VANCOUVER ISLAND,2021-07-31,2,TRAP,NULL,NULL,560332,1
86412,16350632,0,52.13,710.0051657,5618496,4,3D: N.W. VANCOUVER ISLAND,2020-09-28,5,LONGLINE,NULL,NULL,560333,1
86412,16350634,0,48.77,670.9537698,5618496,4,3D: N.W. VANCOUVER ISLAND,2020-09-28,5,LONGLINE,NULL,NULL,560333,1
86412,16350637,0,40.79,578.2067047,5618496,4,3D: N.W. VANCOUVER ISLAND,2020-09-28,5,LONGLINE,NULL,NULL,560333,1
86412,16350639,0,42.59,599.1270953,5618496,4,3D: N.W. VANCOUVER ISLAND,2020-09-28,5,LONGLINE,NULL,NULL,560333,1
86413,16350569,3,49.67,681.4139652,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350571,1,41.1,583.6946498,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350578,2,47.37,651.9797057,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350589,2,49.49,675.9227908,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350590,2,46.09,637.5235034,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350594,2,45.61,632.1024276,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350595,2,52.99,715.451469,5618497,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560334,1
86413,16350597,1,45.17,633.3319863,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86413,16350603,2,48.75,667.5652989,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86413,16350606,2,48.98,670.1628977,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86413,16350610,2,49.19,672.5346184,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86413,16350611,2,54.75,735.3287472,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86413,16350615,1,47.55,662.3582421,5618498,3,3C: S.W. VANCOUVER ISLAND,2021-09-09,2,TRAP,NULL,NULL,560335,1
86414,16350464,1,46.8,653.2113128,5618499,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560336,1
86414,16350475,1,39.51,564.3031597,5618499,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560336,1
86414,16350479,2,50.2,683.9414655,5618499,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560336,1
86414,16350483,2,43.21,604.9970483,5618499,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560336,1
86414,16350492,2,47.13,649.2691678,5618500,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560337,1
86414,16350495,2,51.91,703.2540483,5618500,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560337,1
86414,16350496,2,46.47,641.8151885,5618500,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560337,1
86414,16350500,2,46.85,646.1068736,5618500,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560337,1
86414,16350503,2,44.88,623.8578747,5618500,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560337,1
86414,16350510,2,45.01,625.3260827,5618501,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560338,1
86414,16350516,2,43.23,605.2229264,5618501,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560338,1
86414,16350520,2,41.21,582.4092321,5618501,3,3C: S.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560338,1
86414,16350525,2,54.5,732.5052702,5618502,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560339,1
86414,16350533,2,46.29,639.7822851,5618502,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560339,1
86414,16350545,1,42.63,602.3543857,5618502,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560339,1
86414,16350554,1,37.18,535.8866992,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86414,16350556,2,42.12,592.6866885,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86414,16350560,1,35.52,515.6414956,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86414,16350561,1,43.49,612.8428646,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86414,16350564,2,45.15,626.9072299,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86414,16350565,1,42.67,602.8422219,5618503,4,3D: N.W. VANCOUVER ISLAND,2021-10-26,2,TRAP,NULL,NULL,560340,1
86415,16350181,2,49.48,675.8098517,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350183,2,49.95,681.1179885,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350185,2,52.17,706.1904644,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350186,1,41.51,588.6949712,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350192,2,42.5,596.9783735,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350195,2,36.75,532.0384022,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350198,1,48.93,679.1885921,5618504,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560341,1
86415,16350201,2,41.25,582.8609885,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350204,2,39.42,562.1931367,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350205,2,50.16,683.4897092,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350210,1,47.39,660.4068972,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350211,2,43.51,608.3852207,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350214,1,58.21,792.3665976,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350218,1,43.83,616.9894726,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350222,2,43.4,607.1428908,5618505,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560342,1
86415,16350230,2,47.79,656.7231471,5618506,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560343,1
86415,16350236,2,52.58,710.8209667,5618506,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560343,1
86415,16350241,2,53.68,723.2442656,5618506,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560343,1
86415,16350245,2,44.23,616.5168345,5618507,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560344,1
86415,16350250,1,44.77,628.453624,5618507,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560344,1
86415,16350254,2,43,602.6253276,5618507,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560344,1
86415,16350262,1,41.46,588.0851759,5618507,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560344,1
86415,16350265,1,48.09,668.9440312,5618507,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560344,1
86415,16350275,2,41.85,589.6373333,5618508,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560345,1
86415,16350277,1,55.11,754.5592897,5618508,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560345,1
86415,16350283,2,44.04,614.3709919,5618508,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560345,1
86415,16350284,2,40.14,570.3247505,5618508,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560345,1
86415,16350297,1,39.73,566.9862589,5618509,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560346,1
86415,16350299,2,45.18,627.2460471,5618509,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560346,1
86415,16350300,1,42.67,602.8422219,5618509,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560346,1
86415,16350308,2,45.93,635.7164782,5618509,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560346,1
86415,16350311,2,46.99,647.6880207,5618509,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560346,1
86415,16350315,1,40.99,582.3531002,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350318,2,52.7,712.1762357,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350321,1,50.02,692.4821293,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350325,2,49.93,680.8921104,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350330,1,35.05,509.9094199,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350332,1,45.76,640.5275707,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86415,16350334,1,41.84,592.7196201,5618510,4,3D: N.W. VANCOUVER ISLAND,2020-08-17,2,TRAP,NULL,NULL,560347,1
86416,16349931,2,36.44,528.5372907,5618511,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560348,1
86416,16349934,1,40.4,575.1575158,5618511,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560348,1
86416,16349942,2,47.69,655.5937563,5618511,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560348,1
86416,16349948,1,36.26,524.6664659,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349949,2,44.83,623.2931793,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349950,2,37.89,544.9134574,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349952,2,38.9,556.3203046,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349961,2,45.05,625.7778391,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349964,1,38.55,552.5950901,5618512,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560349,1
86416,16349973,2,45.57,631.6506713,5618513,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560350,1
86416,16349999,2,43.95,613.3545402,5618514,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560351,1
86416,16350000,2,41.26,582.9739276,5618514,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560351,1
86416,16350007,1,43.05,607.4766661,5618514,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560351,1
86416,16350008,2,35.92,522.6644586,5618514,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560351,1
86416,16350012,1,38.08,546.8630144,5618515,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560352,1
86416,16350014,2,38.28,549.3180816,5618515,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560352,1
86416,16350016,1,46.25,646.5035646,5618515,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560352,1
86416,16350027,1,34.99,509.1776656,5618515,3,3C: S.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560352,1
86416,16350033,2,48.59,665.7582736,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350034,2,40.67,576.3105218,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350035,2,44,613.9192356,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350038,2,44.46,619.1144333,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350039,2,43.4,607.1428908,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350047,2,46.14,638.0881988,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350048,2,48.13,660.5630759,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350050,2,39.74,565.8071873,5618516,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560353,1
86416,16350054,2,39.59,564.1131011,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350055,2,40.96,579.5857551,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350056,1,39.66,566.1325455,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350058,1,37.3,537.3502079,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350067,2,47.32,651.4150103,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350068,2,54.81,736.0063817,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350069,2,44.68,621.5990931,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86416,16350070,2,43.24,605.3358655,5618517,4,3D: N.W. VANCOUVER ISLAND,2020-12-16,2,TRAP,NULL,NULL,560354,1
86417,16350650,1,29.27,439.4170845,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86417,16350653,2,26.41,415.259393,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86417,16350657,2,33.71,497.7049218,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86417,16350659,1,30.88,459.0524928,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86417,16350661,2,27.34,425.7627275,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86417,16350667,2,38.05,546.7204827,5618518,3,3C: S.W. VANCOUVER ISLAND,2019-10-17,5,LONGLINE,NULL,NULL,560355,1
86418,16350673,1,33.29,488.4446257,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350677,2,43.21,604.9970483,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350678,2,45.47,630.5212804,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350680,2,34.75,509.4505861,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350681,1,26.44,404.9026712,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350690,1,26.02,399.7803908,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
86418,16350691,1,35.79,518.9343902,5618519,3,3C: S.W. VANCOUVER ISLAND,2019-10-22,5,LONGLINE,NULL,NULL,560356,1
